Year,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)",Population ages 15-64 (% of total population),"Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)",Population ages 65 and above (% of total population),"Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)",Population growth (annual %),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Sex ratio at birth (male births per female births),POP,NMR,DEATHS,BIRTHS
1979,83.299338576952,10.1047639222249,73.1945746547271,14.3733860810111,15.8024073616368,39.9317172450435,10179748.0,38.3618219293311,10517415.0,41.5786264010737,20697164.0,12.7665136131588,13.8173523845036,11.2219222351612,11.9588666549332,10.8212592827869,11.3722306849462,54.5555710899005,14697068.0,55.385093716233,13579841.0,53.6853548437801,28276910.0,9.70627439867913,10.0348271003039,7.64313180462218,7.63994804715068,5.19071449886022,4.85645246197269,4.21550877521035,3.8777605782336,4.18098981937636,3.82726689649643,4.23689281613612,3.8028551928576,3.55924539075373,3.15104886910757,3.20489474271592,2.81685956458851,2.62618218709202,2.30610544812298,5.51271166505601,1659327.0,6.25308435443589,1197987.0,4.73601875514622,2857315.0,2.28831660153192,1.91644721829922,1.71512481777449,1.34365574809241,1.26918211498283,0.906369987970861,0.980460820146649,0.569545800783736,2.20412634134941,26536144.0,51.1970535846531,25295244.0,48.8029444860141,51831389.0,1.064,52668447,,,
1980,82.9515817003758,10.1373684161443,72.8142132842315,14.3488298087154,15.8307022747814,39.7997182067653,10372640.0,38.1996991720067,10708582.0,41.4827411358941,21081222.0,12.8368879656024,13.9509442863929,11.013981397689,11.7010945747197,10.5887984494797,10.9961896870821,54.6592701126473,15075542.0,55.5192431623465,13876528.0,53.7546843985812,28952070.0,9.80738258249154,10.1050777707832,7.77207420139036,7.8305094377699,5.5485430119472,5.26456662719215,4.17915436494657,3.83232763744271,4.03167182636429,3.68574361746002,4.21274460227793,3.78658985932602,3.55122573799549,3.14512982050643,3.22084010358359,2.81975319612917,2.60680828186986,2.28879674488955,5.54101168058738,1705541.0,6.28105766564681,1229437.0,4.7625744655247,2934978.0,2.28652255162211,1.9189665020844,1.70245531340214,1.33751139110656,1.28152960829718,0.916986862426578,1.01055019232538,0.589109709907164,2.16971240332666,27153723.0,51.2641303935356,25814547.0,48.7358696064644,52968270.0,1.064,53715202,,,
1981,82.7049418399661,10.1247659025776,72.5801759373885,14.2926291088814,15.7683084721523,39.7253490827646,10603507.0,38.110239851379,10959568.0,41.4238540150791,21563076.0,12.8617269215184,13.9922966362563,10.9558838209791,11.6632489066705,10.4601509446209,10.8337734948597,54.7330561012509,15470993.0,55.604549152156,14238325.0,53.8165637571569,29709319.0,9.78490812926405,10.0463887947692,7.94707649273402,8.03839046343004,5.82582002774981,5.59278442134163,4.17975246997111,3.82140460477149,3.90010865193483,3.55570698703736,4.12547951577405,3.70878662694633,3.56332197778258,3.14828205093267,3.20394089109035,2.79000263199238,2.61399005123431,2.28104368107615,5.54159481598457,1748750.0,6.28521099646499,1259249.0,4.75958222776393,3007999.0,2.26213324715601,1.89830394955525,1.70463548103411,1.33923565860389,1.27559143386212,0.912721360112062,1.04285083441275,0.609321259492734,2.44700385722689,27823250.0,51.2583788540665,26457143.0,48.7416193036476,54280394.0,1.064,54902677,,,
1982,82.6954652491738,10.1088452379412,72.5866200112326,14.2598103616012,15.7309912053308,39.7309376108453,10862829.0,38.0977404577963,11240347.0,41.4480831654489,22103176.0,12.8244485346177,13.9650051420404,11.0134815615773,11.7520868180777,10.2877140013182,10.6353277193193,54.73589616422,15859450.0,55.6217153093857,14591308.0,53.8045447934045,30450758.0,9.64909774924324,9.86237245312561,8.15561692978211,8.27179413799467,6.12154513294954,5.94830982305699,4.21056607597057,3.83959112800154,3.79620324437706,3.44955788261177,3.98677910849572,3.5844996838667,3.60950805884371,3.18290078853469,3.15856198430091,2.74034736073546,2.64612302410463,2.28984381615783,5.53316622493471,1790775.0,6.28054423281799,1287445.0,4.74737204114657,3078220.0,2.21810679736189,1.86207701557631,1.72699491034887,1.35598902743762,1.25384146409147,0.89666881810249,1.08160106101575,0.632637180030155,2.45982318782963,28513054.0,51.2528321526582,27119099.0,48.7471678473418,55632153.0,1.064,56142181,,,
1983,82.6625287703823,10.085045661753,72.5774831086293,14.2208196783704,15.6862153908359,39.7330986763544,11126795.0,38.0823729338897,11525618.0,41.4683964542304,22652413.0,12.7313443246601,13.8765687187732,11.1302089308592,11.9056123446213,10.0018759174232,10.3293437599736,54.7457651244041,16257632.0,55.6430854388832,14953719.0,53.8024721789426,31211351.0,9.55662019164819,9.72445036680111,8.35234349694281,8.48363501127169,6.45002940682814,6.33543549131143,4.28609996185874,3.91127275582069,3.72132423547039,3.36987027708631,3.81904409737329,3.43222424487989,3.66511516442223,3.22717627733482,3.10300905231979,2.68541040742609,2.68762391459644,2.30365358703698,5.52113619924154,1833277.0,6.27454162722711,1314402.0,4.729131366827,3147679.0,2.169225891261,1.82072470598191,1.75744815540605,1.37790377657156,1.22627876577845,0.875468704904977,1.12158881478161,0.655034179368552,2.44906941349611,29217704.0,51.2488404959538,27793740.0,48.7511595040462,57011444.0,1.065,57436347,,,
1984,82.5142774860375,10.0604016898461,72.4538757961914,14.1577743654144,15.6172735708363,39.6976478629091,11383621.0,38.0344923938336,11802531.0,41.4456394831439,23186151.0,12.6471409079581,13.790978512954,11.2295771204611,12.0373873993537,9.77604909152368,10.0998522165213,54.7902345415278,16668623.0,55.6925273195758,15332635.0,53.841916573453,32001257.0,9.43928860832652,9.56349909433479,8.49989654099441,8.63127046718833,6.66524411230052,6.59531246024771,4.51093459616691,4.15390811178702,3.67273789882962,3.31448025432475,3.65945177786274,3.28512336801303,3.68607914892915,3.24246984892388,3.06711597689374,2.64841604761884,2.71572956774851,2.30758470449335,5.51211759556306,1877486.0,6.27298028659063,1341969.0,4.71244394340308,3219455.0,2.13747174256072,1.79037149963245,1.77427433439173,1.38907410083694,1.20743826313964,0.861039933635177,1.15379594649855,0.67195840929852,2.41813804404847,29929729.0,51.2435139685554,28477135.0,48.7564877435722,58406863.0,1.065,58762040,,,
1985,82.2862244164493,10.0465665401582,72.2396578762911,14.0687228423303,15.5208573708425,39.6297959582513,11632730.0,37.960058160871,12070372.0,41.384146701359,23703101.0,12.5951593259745,13.7351418300257,11.2961759925661,12.1281475004908,9.63267072518806,9.96765810190339,54.8587801871296,17087175.0,55.759064108335,15724583.0,53.9128749266435,32811757.0,9.27177911399762,9.35715958245538,8.60087099030441,8.71809762350023,6.79450885044956,6.75861001615355,4.84273963834088,4.51878858719334,3.65008152481258,3.28332639990211,3.5258673795609,3.15923949525169,3.65872577204157,3.21748751755236,3.0566143045225,2.63293986518269,2.72520580911688,2.29956773754879,5.51142385461908,1924754.0,6.28087773079406,1371702.0,4.70297837199743,3296455.0,2.12817189867154,1.77501667957781,1.77386381665607,1.38746110262796,1.2016662088381,0.856776328022937,1.17717580662835,0.683724261768717,2.37614236133263,30644658.0,51.235554718553,29166656.0,48.7644469533715,59811313.0,1.065,60093068,,,
1986,81.9181204376618,10.0475257696086,71.8705946680531,13.9367722020303,15.3755578590938,39.5071111707674,11866186.0,37.8341891407276,12320506.0,41.2644264664263,24186691.0,12.5642632719095,13.7051774347776,11.3331536667877,12.1836911725549,9.59509266417668,9.95331818356892,54.9697847266157,17519862.0,55.8603903259688,16133249.0,54.034251083063,33653111.0,9.17114657306789,9.23164737779013,8.59288812218409,8.6802473084607,6.95846936856775,6.94985003742784,5.09380961069352,4.811137588776,3.65598623183537,3.27937583417204,3.41605248048637,3.05260496124083,3.58843352373683,3.15627422971486,3.07238242223503,2.64033599654358,2.71612932898531,2.27945956536811,5.5231041026169,1977611.0,6.30542053330355,1403695.0,4.70132245051068,3381305.0,2.14001189115141,1.77328104041035,1.76014707468349,1.37547412789773,1.20971541664106,0.861349512433245,1.19554615082759,0.691217769769354,2.32971920136212,31363658.0,51.2301386513641,29857450.0,48.7698629820594,61221107.0,1.064,61439826,,,
1987,81.3307681561921,10.0604799863345,71.2702881698576,13.7488015728849,15.1673986381835,39.3040236002142,12073797.0,37.632158926708,12542623.0,41.0599904557123,24616419.0,12.5611197828681,13.7059097407632,11.322237570955,12.1866820767656,9.66661908282456,10.0590195769201,55.1478384332945,17973357.0,56.0201762763171,16566169.0,54.2316181414141,34539525.0,9.03799185381246,9.08341856382777,8.49052416615031,8.53991140066064,7.15717504079951,7.16888290504481,5.36545793318231,5.13183794156346,3.6909700620751,3.30311739416558,3.33215256834307,2.96818180664969,3.47535759569027,3.05729510696894,3.11939357406186,2.67562508250587,2.68453439937763,2.24432836310719,5.54813796649132,2036567.0,6.34766479697491,1438276.0,4.70839140287361,3474842.0,2.17376445125441,1.78534322484474,1.732507951073,1.35317571809471,1.23270306560461,0.875710900890896,1.20868932904289,0.69416155904327,2.27649466415563,32083720.0,51.2267553016698,30547068.0,48.7732462949891,62630787.0,1.064,62826491,,,
1988,80.4643959846972,10.0640059139611,70.4003900707361,13.5178978114509,14.9081219333148,39.010680520796,12249824.0,37.346562498447,12731645.0,40.7580814061942,24981470.0,12.5596642748976,13.7052336504786,11.2690004120985,12.1447258224009,9.79755830468811,10.2322968000846,55.4125922189921,18453127.0,56.2588369711388,17031719.0,54.5239960922117,35484846.0,8.80904922917572,8.84680037751255,8.43096398163596,8.44338113641574,7.3505581805738,7.37381505912183,5.67026500616288,5.48428188308219,3.76723221757584,3.3750692725802,3.27456150163015,2.90735790609546,3.33784882608316,2.93523020553728,3.17562065617052,2.71991577196954,2.64517906744267,2.20584767981235,5.57672726021188,2097455.0,6.39460053041415,1473743.0,4.71792250159402,3571197.0,2.21555939839405,1.80193703597455,1.70110084304747,1.32801190584006,1.26051789540294,0.893415001587695,1.21742239356969,0.694558558191704,2.22121055658214,32800407.0,51.2206126552633,31237107.0,48.7793873447367,64037514.0,1.063,64211347,,,
1989,79.4608632407538,10.0541800723826,69.4066831683711,13.2579409107675,14.6113180853107,38.6751078059395,12411726.0,37.0237299248397,12907460.0,40.4082231046821,25319186.0,12.536645337978,13.6783383585626,11.2291436760943,12.1185666608088,9.92028924010637,10.4102788198057,55.722456115458,18952296.0,56.534013767273,17527168.0,54.8707292040889,36479464.0,8.63443792981713,8.68416371957554,8.35092362255306,8.32530971008343,7.50403781443609,7.52433685421051,5.87804510271165,5.72850776291908,3.97576431364015,3.59640262219276,3.23874702990019,2.86611894242794,3.20654891814613,2.81567855246099,3.20150323480057,2.7382460421927,2.62371656116172,2.18168617822022,5.60243607860254,2159683.0,6.44225630788721,1508028.0,4.72104769122905,3667711.0,2.24739628271994,1.81037860174149,1.68432755269741,1.31065966008994,1.27961840733296,0.903663128445911,1.23091406513689,0.696346300951716,2.2067370311388,33523705.0,51.2075277866751,31942656.0,48.7924722133249,65466361.0,1.063,65868481,-1.72,511940.0,2015901.0
1990,78.4249206812083,10.0351444164114,68.3897762647969,12.9879993329459,14.3009891729516,38.3297226787422,12568698.0,36.6946843194647,13078721.0,40.044438059569,25647419.0,12.4871190364525,13.6208345997707,11.2195659500662,12.1226142868467,10.0186044089097,10.5691330605697,56.0459826908867,19461094.0,56.8172353598449,18040737.0,55.2371461235595,37501832.0,8.53387629183335,8.6155586575681,8.22566303679634,8.16525653895803,7.61791044845839,7.62104133256678,6.01142335931792,5.88935104732114,4.27980816122902,3.92500829059136,3.22438515879437,2.84445129879604,3.09672435812395,2.71229478700536,3.18472043287511,2.72084027328777,2.62411970350661,2.1742108368952,5.62429463037111,2222304.0,6.48808032069045,1541059.0,4.71841581687148,3763363.0,2.26468330580412,1.80886297666384,1.68589682803645,1.30368879341377,1.2870686804101,0.904987205193353,1.25043150643978,0.700876841600517,2.18510462921386,34252096.0,51.1892967025514,32660517.0,48.8107032974486,66912613.0,1.063,67265921,-1.14,503713.0,1985192.0
1991,77.300389024927,10.0058928237493,67.2944962011777,12.7165195537927,13.9925235463739,37.9550751461187,12711830.0,36.3392811684458,13233811.0,39.648474136611,25945642.0,12.3966970263226,13.5166556678579,11.2260645883305,12.1392949223792,10.0917390410321,10.6951279106984,56.401455583932,19984041.0,57.1283314870434,18571329.0,55.6396685383367,38555370.0,8.53033262692053,8.6596751852583,8.15951093170305,8.07869420736029,7.63543873849328,7.60821463163438,6.17705693236633,6.07582146451164,4.51449263989674,4.19225686058874,3.23558559551377,2.846897870046,3.00716992839791,2.62515056014531,3.13065709483184,2.67283936173614,2.64634795788784,2.18499048635747,5.64346926994936,2285092.0,6.53238734451078,1572717.0,4.71185732505235,3857809.0,2.2670216368829,1.79776520703531,1.70427412189882,1.30650988168593,1.28497320099507,0.899455588176317,1.27611838473401,0.708126648154793,2.13831120512174,34980963.0,51.1725670513329,33377857.0,48.8274329486671,68358820.0,1.063,68657380,-1.12,495607.0,1951045.0
1992,76.0573539019983,9.96165745525473,66.0956964467436,12.4361884527968,13.6791472869047,37.5421388670143,12834244.0,35.9478526846127,13365944.0,39.2120104604325,26200188.0,12.2555339006118,13.3567646066922,11.2561303312041,12.1760985668356,10.1229808286806,10.7704172580385,56.7996717522406,20521455.0,57.4792127385071,19118324.0,56.0879135986195,39639779.0,8.62748167531847,8.81695221520249,8.06503759943941,7.97630641247677,7.56945178522202,7.5057588662278,6.37561587606702,6.28835231671232,4.77007088096109,4.48663568545107,3.27361801004157,2.87445971596815,2.94015157639009,2.55724772671855,3.03961269375942,2.59327094052463,2.69519181262747,2.21851246129921,5.65818938074508,2346695.0,6.5729345768802,1602084.0,4.70007594094804,3948779.0,2.25101291526837,1.77487891158554,1.74026005090863,1.31932270197221,1.27305888787178,0.887372713540626,1.30860272283142,0.71850161384966,2.07021824643611,35702394.0,51.1578091522405,34086353.0,48.8421908477595,69788747.0,1.063,70014147,-1.36,488196.0,1918292.0
1993,74.6535437762092,9.91506079369248,64.7384829825167,12.1278391488491,13.3398196301039,37.0668015821619,12922128.0,35.495828368135,13460689.0,38.7115472158778,26382817.0,12.0791090948479,13.1596634131363,11.288880124438,12.2120641726375,10.1163894265836,10.8001715874836,57.2562104165263,21072808.0,57.884953314397,19680104.0,56.5979419452569,40752912.0,8.78031243188969,9.03625058801297,7.88617637282678,7.80043332281618,7.54256493990457,7.44410256746515,6.57195648296302,6.49149351541439,5.05852983542193,4.81237838732786,3.35042469931407,2.94609129297341,2.89709785196741,2.51098254512059,2.92832189502445,2.49551166036515,2.75317937850145,2.26052647827762,5.67698800131175,2409703.0,6.61921831746798,1630974.0,4.69051083886534,4040676.0,2.22974882719959,1.75030506790178,1.78412429504004,1.33602643777062,1.26010041275372,0.874235122995044,1.34524478247463,0.729944210197889,1.96885940402398,36404639.0,51.1470606024567,34771767.0,48.8529408025033,71176405.0,1.063,71338776,-1.02,481206.0,1868366.0
1994,73.0678688711411,9.88746961839155,63.1803992527495,11.7585848523968,12.9362376943751,36.5061409355145,12961813.0,34.959085992002,13505536.0,38.1253909161879,26467349.0,11.8905787477651,12.9520927672934,11.3099223918401,12.2370604545193,10.123035938618,10.8352633928752,57.7808005830313,21636244.0,58.3547467117399,20255464.0,57.1800706207785,41891709.0,8.92860978976143,9.2501569592937,7.76045862386705,7.69401818007899,7.5011340897042,7.37115226717733,6.73691291362954,6.6534339218417,5.26541812129907,5.04932200825974,3.54972538502782,3.15322014724286,2.87650513921756,2.48540724241043,2.82498141338937,2.40345290262093,2.7879652972259,2.28464359897762,5.71305848145422,2479037.0,6.686167296258,1662993.0,4.69453846303354,4142030.0,2.22476985689291,1.73934793658993,1.82164764344325,1.34837987704577,1.25928829885223,0.867680263096254,1.38046149706961,0.739130386301589,1.84401818051391,37077094.0,51.1400525622464,35423993.0,48.8599474377536,72501087.0,1.063,72635696,-0.73,474439.0,1807117.0
1995,71.2541055277945,9.87718824109043,61.3769172867041,11.2972342607528,12.4301310534621,35.8396763746222,12943846.0,34.3211921113668,13491180.0,37.4284543416211,26435026.0,11.706799879588,12.7505907400868,11.317157971026,12.2477325480722,10.1634945392356,10.8980915280894,58.3927601729958,22214833.0,58.9036340725567,20855147.0,57.8582368887064,43069980.0,9.06391599968595,9.44850669165119,7.71096376003315,7.68226710805444,7.4270270247338,7.27407880619171,6.87393061526799,6.77896088476453,5.41239495008983,5.22172386562485,3.84109989911136,3.46220083940876,2.87887272421525,2.48125193411398,2.74306190729514,2.32856746747904,2.78887265288869,2.28258776332855,5.76756345238193,2555179.0,6.77517381607647,1698924.0,4.71330876967248,4254103.0,2.23974958383336,1.74369431157943,1.84913058088275,1.35481507182715,1.27326402742292,0.869060380949208,1.41302962393745,0.745739005316692,1.72029581633391,37713859.0,51.1311199389472,36045251.0,48.8688800610528,73759110.0,1.063,73885200,-0.69,468057.0,1738387.0
1996,69.1873228330637,9.88202603689429,59.3052967961694,10.7436133137267,11.8215751602728,35.0530379034572,12861483.0,33.5701338354248,13409524.0,36.6038696031073,26271007.0,11.5296811638295,12.5572830972111,11.2968393578685,12.2250113456233,10.2293434496377,10.9840278763784,59.1060835924734,22812595.0,59.5438216960109,21485316.0,58.6482939473135,44297910.0,9.18911686744391,9.63370386672191,7.75934023030424,7.78475248948246,7.41475487309839,7.25286382559146,6.93232989173862,6.81660309464356,5.59547255321127,5.42500750767647,4.07657305055053,3.72399860944033,2.90697279864173,2.50116486191492,2.68070199323569,2.26932530108741,2.75921598814876,2.25684651437652,5.84087850406948,2638201.0,6.88604446856436,1739331.0,4.74783644957922,4377531.0,2.27526930139732,1.76424494175458,1.86586138260951,1.35515419954711,1.30087931602501,0.877702417200902,1.44403446853252,0.750734891076625,1.59693188161723,38312278.0,51.1195380466863,36634171.0,48.8804632875997,74946448.0,1.064,75076986,-0.64,462329.0,1674571.0
1997,66.9612887242163,9.90313301606155,57.0581557081547,10.1459428746777,11.1645479178653,34.1744825368407,12722748.0,32.7305523723908,13269886.0,35.6837894304891,25992634.0,11.3487160972369,12.362549339582,11.2358934004762,12.1566921730418,10.3223576919531,11.0927440948804,59.8941233511744,23422100.0,60.255713180525,22132534.0,59.5161618433753,45554634.0,9.28209823795365,9.77912431981394,7.90473159952385,7.99478237743474,7.38075068904542,7.22129800025197,6.91911161506647,6.77799235144882,5.81372162524162,5.65732484641654,4.3358679111469,4.01525273254259,2.96098511884181,2.5449187339756,2.63880159196657,2.22730473344021,2.69728709978563,2.20541965317049,5.93139411198494,2726321.0,7.01373444708428,1785015.0,4.80004872613559,4511336.0,2.33443461230699,1.80451945663905,1.86737506832828,1.34746454010609,1.34138624288316,0.893612318246741,1.47053852356585,0.75445241114371,1.47303034216213,38871168.0,51.1068655836342,37187435.0,48.8931344163658,76058603.0,1.064,76214807,-0.56,457443.0,1611844.0
1998,64.6548969490765,9.9267754272234,54.7281215218531,9.55716625248268,10.5175890477719,33.2380766216491,12545136.0,31.8354361983068,13090869.0,34.703332974217,25636005.0,11.1382461533749,12.1368201938465,11.1400237924492,12.0489237325986,10.4171286550991,11.1973514605077,60.7330862921112,24044457.0,61.0169397330488,22798015.0,60.4365612165391,46842472.0,9.34080308861046,9.88304401140293,8.10366018676833,8.26451536897718,7.26937140944028,7.12386814732875,6.94177067240397,6.77628922409241,6.03239472509903,5.88398897159404,4.62795327420499,4.33800112103677,3.05057076108037,2.62839751972206,2.61744728770406,2.20342257656919,2.61583967263831,2.13768281530803,6.02883708623968,2816607.0,7.14762406864433,1833340.0,4.86010580924391,4649947.0,2.40106382245768,1.85165911744758,1.86346059583848,1.33826547448528,1.38685157902629,0.911892151427763,1.49624807132187,0.758289065883284,1.39677414492004,39406200.0,51.0916701733721,37722224.0,48.9083298266279,77128424.0,1.065,77303765,-0.28,453261.0,1541776.0
1999,62.3687202590161,9.93666590723617,52.4320543517799,9.02973628098285,9.94545220662804,32.2919672782836,12341669.0,30.9229177152999,12886015.0,33.721867110635,25227684.0,10.8653106504743,11.8477535566016,11.0278707838428,11.9286613474053,10.4938423485791,11.2826695430974,61.5882167454828,24666479.0,61.8035927720016,23448523.0,61.3632678812937,48115002.0,9.40099411499219,9.97536901176657,8.2910203099756,8.51701373706575,7.19878844662599,7.07772414499586,6.94616684986978,6.75689048569051,6.22094963761564,6.07096293918375,4.84599801704174,4.58136799851536,3.25171630923415,2.832385041006,2.61482169473903,2.19591364757048,2.53929504332845,2.07297133240205,6.11981597623364,2902928.0,7.27348951269844,1878100.0,4.91486500807135,4781027.0,2.44685454115909,1.88407308666074,1.87238745774763,1.33942864685613,1.42657638629997,0.926857009722425,1.52767112749175,0.764506264832054,1.28217576188593,39911077.0,51.0870201471351,38212637.0,48.912981132886,78123713.0,1.068,78374934,-0.31,450768.0,1550591.0
2000,60.1890418327438,9.93180222397576,50.257239608768,8.63148638149731,9.5173088548488,31.3737065978109,12121828.0,30.0423930401777,12663759.0,32.7634711686563,24785586.0,10.5054834465106,11.4616486477075,10.9054232121697,11.7845136661,10.512279141163,11.2732098201426,62.4262418890097,25246249.0,62.5695852365987,24071194.0,62.2766050849649,49317444.0,9.45131680338851,10.0402278625934,8.44252666405545,8.75081037065393,7.18572960629879,7.11541396001963,6.91757352758214,6.7140304996892,6.38780551009396,6.23098516907221,5.01566876029577,4.77795287837913,3.54326453473185,3.13774818660405,2.63292274648371,2.21078221278004,2.48049794250555,2.02544412503073,6.20005151317939,2980999.0,7.3880217232236,1917113.0,4.95992374637878,4898111.0,2.46355951249045,1.8954161467074,1.89882291232642,1.35273234812338,1.45871122302776,0.937789457360443,1.56692807537897,0.773985794187561,1.11686737378671,40349076.0,51.0740414360086,38652066.0,48.9259585639914,79001142.0,1.07,79451866,-0.38,449923.0,1557964.0
